codec,generator,label,language,license,path,source_id,speaker_id,split,condition,condition_detail
clean,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,clean,unmodified
opus_16k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,opus_16k,opus@16k
opus_32k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,opus_32k,opus@32k
g711_ulaw,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,g711_ulaw,g711_ulaw
narrowband_8k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,narrowband_8k,narrowband
noise_10db,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3463052.wav,LA_E_3463052,LA_0009,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6964639.wav,LA_E_6964639,LA_0035,test,noise_10db,noise 10 dB SNR
clean,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,clean,unmodified
opus_16k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,opus_16k,opus@16k
opus_32k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,opus_32k,opus@32k
g711_ulaw,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,g711_ulaw,g711_ulaw
narrowband_8k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,narrowband_8k,narrowband
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6421636.wav,LA_E_6421636,LA_0024,test,noise_10db,noise 10 dB SNR
clean,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,clean,unmodified
opus_16k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,opus_16k,opus@16k
opus_32k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,opus_32k,opus@32k
g711_ulaw,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,g711_ulaw,g711_ulaw
narrowband_8k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,narrowband_8k,narrowband
noise_10db,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7960272.wav,LA_E_7960272,LA_0026,test,noise_10db,noise 10 dB SNR
clean,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,clean,unmodified
opus_16k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,opus_16k,opus@16k
opus_32k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,opus_32k,opus@32k
g711_ulaw,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,g711_ulaw,g711_ulaw
narrowband_8k,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,narrowband_8k,narrowband
noise_10db,A13,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_8619203.wav,LA_E_8619203,LA_0039,test,noise_10db,noise 10 dB SNR
clean,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,clean,unmodified
opus_16k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,opus_16k,opus@16k
opus_32k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,opus_32k,opus@32k
g711_ulaw,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,g711_ulaw,g711_ulaw
narrowband_8k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,narrowband_8k,narrowband
noise_10db,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_8658179.wav,LA_E_8658179,LA_0032,test,noise_10db,noise 10 dB SNR
clean,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,clean,unmodified
opus_16k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,opus_16k,opus@16k
opus_32k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,opus_32k,opus@32k
g711_ulaw,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,g711_ulaw,g711_ulaw
narrowband_8k,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,narrowband_8k,narrowband
noise_10db,A19,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6353121.wav,LA_E_6353121,LA_0048,test,noise_10db,noise 10 dB SNR
clean,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,clean,unmodified
opus_16k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,opus_16k,opus@16k
opus_32k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,opus_32k,opus@32k
g711_ulaw,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,g711_ulaw,g711_ulaw
narrowband_8k,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,narrowband_8k,narrowband
noise_10db,A18,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4615856.wav,LA_E_4615856,LA_0014,test,noise_10db,noise 10 dB SNR
clean,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,clean,unmodified
opus_16k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,opus_16k,opus@16k
opus_32k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,opus_32k,opus@32k
g711_ulaw,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,g711_ulaw,g711_ulaw
narrowband_8k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,narrowband_8k,narrowband
noise_10db,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_5976471.wav,LA_E_5976471,LA_0047,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9727821.wav,LA_E_9727821,LA_0009,test,noise_10db,noise 10 dB SNR
clean,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,clean,unmodified
opus_16k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,opus_16k,opus@16k
opus_32k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,opus_32k,opus@32k
g711_ulaw,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,g711_ulaw,g711_ulaw
narrowband_8k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,narrowband_8k,narrowband
noise_10db,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4288095.wav,LA_E_4288095,LA_0041,test,noise_10db,noise 10 dB SNR
clean,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,clean,unmodified
opus_16k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,opus_16k,opus@16k
opus_32k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,opus_32k,opus@32k
g711_ulaw,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,g711_ulaw,g711_ulaw
narrowband_8k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,narrowband_8k,narrowband
noise_10db,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_1407546.wav,LA_E_1407546,LA_0018,test,noise_10db,noise 10 dB SNR
clean,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,clean,unmodified
opus_16k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,opus_16k,opus@16k
opus_32k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,opus_32k,opus@32k
g711_ulaw,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,g711_ulaw,g711_ulaw
narrowband_8k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,narrowband_8k,narrowband
noise_10db,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7928181.wav,LA_E_7928181,LA_0037,test,noise_10db,noise 10 dB SNR
clean,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,clean,unmodified
opus_16k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,opus_16k,opus@16k
opus_32k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,opus_32k,opus@32k
g711_ulaw,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,g711_ulaw,g711_ulaw
narrowband_8k,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,narrowband_8k,narrowband
noise_10db,A08,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4636375.wav,LA_E_4636375,LA_0027,test,noise_10db,noise 10 dB SNR
clean,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,clean,unmodified
opus_16k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,opus_16k,opus@16k
opus_32k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,opus_32k,opus@32k
g711_ulaw,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,g711_ulaw,g711_ulaw
narrowband_8k,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,narrowband_8k,narrowband
noise_10db,A15,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_5438708.wav,LA_E_5438708,LA_0026,test,noise_10db,noise 10 dB SNR
clean,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,clean,unmodified
opus_16k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,opus_16k,opus@16k
opus_32k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,opus_32k,opus@32k
g711_ulaw,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,g711_ulaw,g711_ulaw
narrowband_8k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,narrowband_8k,narrowband
noise_10db,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4814766.wav,LA_E_4814766,LA_0034,test,noise_10db,noise 10 dB SNR
clean,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,clean,unmodified
opus_16k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,opus_16k,opus@16k
opus_32k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,opus_32k,opus@32k
g711_ulaw,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,g711_ulaw,g711_ulaw
narrowband_8k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,narrowband_8k,narrowband
noise_10db,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_1221490.wav,LA_E_1221490,LA_0033,test,noise_10db,noise 10 dB SNR
clean,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,clean,unmodified
opus_16k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,opus_16k,opus@16k
opus_32k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,opus_32k,opus@32k
g711_ulaw,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,g711_ulaw,g711_ulaw
narrowband_8k,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,narrowband_8k,narrowband
noise_10db,A14,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6151054.wav,LA_E_6151054,LA_0038,test,noise_10db,noise 10 dB SNR
clean,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,clean,unmodified
opus_16k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,opus_16k,opus@16k
opus_32k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,opus_32k,opus@32k
g711_ulaw,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,g711_ulaw,g711_ulaw
narrowband_8k,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,narrowband_8k,narrowband
noise_10db,A07,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6936076.wav,LA_E_6936076,LA_0001,test,noise_10db,noise 10 dB SNR
clean,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,clean,unmodified
opus_16k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,opus_16k,opus@16k
opus_32k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,opus_32k,opus@32k
g711_ulaw,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,g711_ulaw,g711_ulaw
narrowband_8k,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,narrowband_8k,narrowband
noise_10db,A10,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9506616.wav,LA_E_9506616,LA_0016,test,noise_10db,noise 10 dB SNR
clean,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,clean,unmodified
opus_16k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,opus_16k,opus@16k
opus_32k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,opus_32k,opus@32k
g711_ulaw,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,g711_ulaw,g711_ulaw
narrowband_8k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,narrowband_8k,narrowband
noise_10db,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7067632.wav,LA_E_7067632,LA_0026,test,noise_10db,noise 10 dB SNR
clean,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,clean,unmodified
opus_16k,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,opus_16k,opus@16k
opus_32k,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,opus_32k,opus@32k
g711_ulaw,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,g711_ulaw,g711_ulaw
narrowband_8k,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,narrowband_8k,narrowband
noise_10db,A16,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_8376811.wav,LA_E_8376811,LA_0031,test,noise_10db,noise 10 dB SNR
clean,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,clean,unmodified
opus_16k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,opus_16k,opus@16k
opus_32k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,opus_32k,opus@32k
g711_ulaw,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,g711_ulaw,g711_ulaw
narrowband_8k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,narrowband_8k,narrowband
noise_10db,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4235470.wav,LA_E_4235470,LA_0010,test,noise_10db,noise 10 dB SNR
clean,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,clean,unmodified
opus_16k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,opus_16k,opus@16k
opus_32k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,opus_32k,opus@32k
g711_ulaw,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,g711_ulaw,g711_ulaw
narrowband_8k,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,narrowband_8k,narrowband
noise_10db,A17,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_5957132.wav,LA_E_5957132,LA_0022,test,noise_10db,noise 10 dB SNR
clean,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6844992.wav,LA_E_6844992,LA_0019,test,clean,unmodified
opus_16k,A09,1,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6844992.wav,LA_E_6844992,LA_0019,test,opus_16k,opus@16k
